 1017.37      6.72   1010.65 
  621.11     13.73    607.39 
  360.29     17.79    342.50 
 1471.38      0.36   1471.02 
   90.52     19.35     71.16 
 2378.94     10.78   2368.16 
 1004.24     10.36    993.88 
18164.86     17.75  18147.12 
 1522.64     21.14   1501.51 
 1783.73      7.30   1776.43 
 3504.46      7.54   3496.92 
 1108.63     20.60   1088.03 
 3494.55     21.38   3473.17 
 2885.93      7.75   2878.18 
 8300.69      9.17   8291.52 
 2789.96     13.82   2776.14 
 3748.54     20.20   3728.34 
56388.50      9.44  56379.06 
 1460.34     -0.13   1460.47 
70492.58     20.85  70471.73 
 4299.76      8.12   4291.64 
 1316.97      6.72   1310.25 
 3983.02     19.67   3963.36 
 3557.26     11.50   3545.76 
 1330.09      0.16   1329.94 
  101.80     14.89     86.91 
   10.49      4.58      5.92 
65631.54     13.55  65617.99 
 3164.28     17.01   3147.28 
 6628.59     -0.54   6629.12 
 1331.20      1.74   1329.46 
 3467.01     13.55   3453.46 
 1497.46     13.82   1483.64 
 2639.76      2.05   2637.71 
 1040.72     14.73   1025.98 
 4687.74     19.89   4667.86 
 2051.36     19.24   2032.12 
  825.77      0.49    825.28 
   47.90     13.12     34.77 
54001.05      9.24  53991.81 
 1553.60     12.54   1541.05 
  274.86     10.13    264.73 
32420.69      4.60  32416.09 
 3590.80      1.32   3589.49 
65885.39      9.49  65875.91 
 4407.81      1.58   4406.23 
  183.15     11.70    171.46 
23591.78      8.59  23583.19 
  119.34     11.54    107.80 
  881.18      4.78    876.40 
10593.07      4.75  10588.31 
40408.28     16.12  40392.16 
  553.46      5.67    547.79 
   24.13     20.85      3.28 
  674.20     14.44    659.75 
  565.39     17.48    547.92 
  442.09     -0.58    442.67 
  162.53     18.39    144.14 
 5894.79     14.89   5879.91 
 5166.19      0.36   5165.83 
 4505.77     14.40   4491.37 
  613.97     17.46    596.52 
 6013.91     11.07   6002.84 
 4562.09      3.15   4558.94 
  322.20     20.00    302.20 
13376.86     20.54  13356.32 
45056.77     15.11  45041.66 
  992.31     11.92    980.39 
 2770.76     13.86   2756.90 
  628.25     17.21    611.04 
  529.92      8.62    521.30 
  272.13     10.29    261.84 
58821.67     18.17  58803.50 
58310.23     13.17  58297.06 
  840.49     -0.42    840.92 
  615.88     20.65    595.23 
76359.23      6.94  76352.29 
53166.72      1.83  53164.89 
58614.11     22.23  58591.88 
 3907.39     12.72   3894.67 
 1212.13     18.17   1193.96 
 1972.51     21.16   1951.35 
57072.18      8.37  57063.81 
 1380.27     12.21   1368.06 
11563.53     18.10  11545.43 
 2725.30      1.54   2723.76 
41489.34      4.55  41484.79 
 2736.06     14.31   2721.75 
  760.21     17.77    742.44 
  513.33     12.70    500.63 
 3007.41     11.07   2996.34 
11439.45     15.96  11423.49 
47416.86      7.46  47409.40 
  296.83      2.57    294.27 
  491.51     10.00    481.51 
 2616.26     -0.04   2616.30 
  752.84      8.64    744.21 
  432.98      4.15    428.82 
18934.06     15.04  18919.02 
  108.45      1.36    107.09 
  620.80      1.41    619.40 
 2288.03     11.16   2276.87 
  445.50      9.80    435.71 
51306.55      8.04  51298.51 
46732.56      5.89  46726.66 
  329.83     13.44    316.39 
 1064.11     11.52   1052.59 
 1263.38     20.89   1242.48 
  260.49     10.47    250.02 
 2342.89     20.85   2322.04 
32865.24     -0.67  32865.91 
37368.12     21.67  37346.45 
 2028.72      3.79   2024.92 
71199.01      2.95  71196.06 
47593.42     12.70  47580.72 
11536.41     17.08  11519.34 
  385.44      6.81    378.63 
   20.63     15.87      4.76 
76947.83      0.31  76947.52 
 1018.92     10.20   1008.72 
  550.32      3.79    546.52 
  949.87     13.04    936.84 
58458.36     18.97  58439.39 
11381.16     17.54  11363.61 
20623.80     22.21  20601.59 
  729.30     -0.20    729.50 
68440.85      7.63  68433.21 
 2143.49      3.37   2140.12 
  346.30      7.77    338.53 
14410.52     16.50  14394.02 
11910.49     13.91  11896.59 
46861.23      8.01  46853.21 
 4009.67     13.26   3996.41 
44486.15      0.27  44485.88 
48702.80      6.21  48696.59 
58291.34     15.94  58275.40 
  578.01      9.08    568.93 
 1743.27     16.09   1727.17 
22006.06     10.94  21995.12 
15262.00     18.97  15243.03 
35071.74     14.04  35057.69 
15217.88      4.29  15213.59 
 2022.11      5.76   2016.35 
36184.09     21.61  36162.48 
70007.61     15.20  69992.41 
34552.44      6.56  34545.88 
70284.28      6.54  70277.74 
 4523.71     13.17   4510.54 
 5090.60     14.02   5076.59 
 1141.71     13.66   1128.05 
76821.00     -0.22  76821.23 
31992.29     16.25  31976.04 
42589.47      8.15  42581.33 
62771.69     14.13  62757.56 
30552.56     14.55  30538.00 
 1674.02      1.03   1672.99 
63241.51     21.74  63219.77 
38595.50     15.33  38580.17 
71077.70     -0.71  71078.41 
   15.79     10.42      5.37 
28292.64      5.67  28286.97 
25639.50     16.50  25623.00 
15240.76      2.14  15238.62 
  641.03      6.90    634.13 
  529.43     -0.27    529.70 
17154.77     16.90  17137.88 
 1139.70      6.81   1132.89 
37962.18     15.18  37947.00 
56575.24     15.00  56560.24 
27265.64     -0.85  27266.49 
25756.26      8.39  25747.87 
43452.09      0.69  43451.40 
69060.52     16.72  69043.80 
40292.82     21.50  40271.33 
35294.15     21.56  35272.59 
59386.61     10.49  59376.12 
22102.53      9.67  22092.87 
 3861.65      3.24   3858.41 
28142.73     17.19  28125.55 
73040.63     20.74  73019.89 
47869.52      7.72  47861.79 
24914.64      3.08  24911.56 
15348.10     13.71  15334.39 
67222.84     16.38  67206.46 
 3421.87     13.84   3408.03 
 1119.96      5.04   1114.92 
  542.07     -0.16    542.22 
69982.22     -0.25  69982.47 
52001.18     19.44  51981.74 
54603.44     19.20  54584.25 
63540.80      8.55  63532.25 
  239.14      2.70    236.44 
   24.51     18.06      6.45 
 2980.74     12.86   2967.88 
72272.89     21.61  72251.28 
 8156.35      0.51   8155.83 
 2476.32     11.72   2464.61 
   15.39      9.98      5.42 
 2120.65     -0.42   2121.07 
 5659.81      2.03   5657.77 
 4656.41      9.91   4646.50 
 4399.76      7.37   4392.40 
27914.62     14.98  27899.64 
 8287.72     22.03   8265.69 
52655.62      2.10  52653.52 
23243.91     19.46  23224.44 
23627.97      1.85  23626.11 
60762.89     20.33  60742.55 
25890.56      6.25  25884.31 
66143.33      2.68  66140.65 
 5673.40     21.16   5652.24 
72411.27     21.85  72389.42 
70051.27      7.25  70044.01 
13530.01     13.30  13516.70 
12373.07     19.93  12353.13 
 2035.22     15.09   2020.13 
 9499.21     -0.22   9499.43 
   24.66     21.34      3.32 
70956.01     17.19  70938.83 
73952.91      4.62  73948.29 
60791.11     16.23  60774.89 
 5170.47     15.87   5154.60 
52911.93      1.38  52910.55 
 2538.05     -0.04   2538.10 
43160.85     10.33  43150.51 
 2473.58      7.63   2465.94 
 3775.04      9.44   3765.60 
 3891.14      3.73   3887.41 
18928.36     16.14  18912.23 
 4056.97     17.59   4039.38 
  885.48      0.07    885.42 
16121.00     15.02  16105.98 
 1193.22      2.12   1191.10 
  346.52     11.81    334.72 
 2590.76     17.88   2572.88 
 1331.80     11.43   1320.37 
36823.13     11.88  36811.26 
  607.81     -1.00    608.81 
64692.38      8.50  64683.87 
75271.98     -0.94  75272.92 
 6541.98      9.29   6532.69 
75255.04      7.28  75247.76 
59221.96      5.38  59216.58 
  193.75     11.29    182.46 
19070.21      7.41  19062.79 
63055.04      8.42  63046.62 
  669.34     10.22    659.12 
28231.42     21.23  28210.20 
16264.93      1.29  16263.63 
70085.08      3.26  70081.82 
44428.25     22.01  44406.24 
49488.85     15.13  49473.72 
 4376.39     11.00   4365.39 
  844.57      4.71    839.86 
   80.98     20.31     60.67 
71296.46     12.34  71284.11 
11282.42     16.72  11265.70 
35386.83     16.99  35369.85 
60847.74     18.08  60829.66 
 3567.06     -0.16   3567.21 
43850.38     13.12  43837.26 
 4195.30      9.51   4185.80 
21561.89     14.55  21547.34 
  632.16     19.53    612.63 
 2401.69      6.27   2395.42 
 8602.95      1.81   8601.15 
33390.09     20.31  33369.78 
61238.17     13.35  61224.82 
  406.48     15.25    391.23 
30697.79     12.10  30685.69 
54742.73     16.21  54726.53 
33437.39      3.10  33434.29 
15319.27     19.82  15299.45 
53109.67      2.10  53107.57 
62583.18      9.31  62573.87 
 1413.84      4.31   1409.53 
 2201.00     21.16   2179.84 
  470.45     21.07    449.38 
 2422.67      1.21   2421.46 
 9734.31     11.52   9722.79 
 3404.46     18.59   3385.87 
  164.31     18.04    146.27 
 2780.47     13.68   2766.79 
 1333.00     12.19   1320.81 
 3943.33      3.35   3939.98 
  622.84      7.05    615.79 
47376.37      0.94  47375.43 
 8503.66     21.90   8481.77 
10497.99      6.74  10491.25 
  315.99     15.96    300.03 
 4926.52      8.12   4918.40 
 1212.82      7.41   1205.41 
  420.89     14.31    406.58 
64488.61      3.97  64484.64 
 3785.57      4.42   3781.15 
47896.52      3.06  47893.47 
   54.88      4.31     50.58 
  762.16     19.71    742.45 
  672.91     16.74    656.17 
 7115.84     13.88   7101.95 
 3107.90      0.74   3107.16 
 1273.71     10.22   1263.49 
 2178.74     -0.22   2178.96 
48675.59     16.12  48659.48 
 4168.25      3.93   4164.33 
14974.93     17.10  14957.83 
58600.63      6.65  58593.97 
 4571.76     19.40   4552.36 
   82.56     16.54     66.02 
 4019.14      2.34   4016.80 
36986.81     16.54  36970.27 
71456.83     19.62  71437.21 
45181.03     19.67  45161.36 
 1019.16      6.45   1012.71 
 5882.44     20.51   5861.93 
 6748.52     -1.05   6749.57 
 1612.98      0.16   1612.82 
 1357.85     19.11   1338.75 
  512.05      9.78    502.27 
29440.74     11.23  29429.51 
22443.24     21.50  22421.75 
38578.48      7.25  38571.22 
 2767.30     14.26   2753.04 
 3134.26      0.33   3133.93 
  780.58     11.43    769.15 
69030.03     11.47  69018.55 
25755.17      2.46  25752.72 
 2186.30     16.32   2169.99 
 1290.12      3.10   1287.01 
 3480.83     12.25   3468.57 
 2743.20      2.90   2740.30 
66064.42     -0.49  66064.91 
 1736.19     20.36   1715.83 
  510.05     22.19    487.86 
17661.16     21.50  17639.66 
12890.67     21.99  12868.68 
69540.83     12.66  69528.17 
 3348.03     10.16   3337.88 
23905.86      8.24  23897.62 
 4678.23     11.54   4666.69 
 5841.27     15.27   5826.00 
77490.45      5.22  77485.23 
 1178.99     22.10   1156.89 
76379.94      8.37  76371.57 
28224.88      2.25  28222.63 
 3356.64     -0.42   3357.06 
  293.35     17.43    275.92 
 1641.56      5.80   1635.75 
 4142.05     20.04   4122.00 
34771.76     17.32  34754.44 
 1123.11      6.29   1116.82 
 4622.02     17.83   4604.19 
31590.80     13.21  31577.59 
66046.01      5.98  66040.03 
64260.89      4.69  64256.21 
 2309.25     20.36   2288.89 
 2433.91      2.54   2431.36 
 5258.36      5.58   5252.78 
56384.31     20.31  56363.99 
47332.20     13.82  47318.38 
 8145.39     22.19   8123.21 
   42.02      0.74     41.29 
 3906.06      1.67   3904.38 
30016.44      5.31  30011.12 
15582.36     15.02  15567.33 
71413.60      9.44  71404.16 
  850.36     18.88    831.48 
  440.58      0.83    439.76 
77412.27     20.76  77391.51 
23130.01     21.45  23108.55 
 8590.21      3.04   8587.17 
 1141.18     11.18   1130.00 
 8738.87     21.58   8717.29 
58801.34     15.92  58785.42 
 5407.54     21.34   5386.21 
  104.79      4.13    100.67 
63413.31      9.33  63403.98 
 1202.47     17.14   1185.32 
67643.18     15.00  67628.18 
62136.90      3.08  62133.82 
20911.62     12.32  20899.30 
 1569.89      8.66   1561.23 
 1284.04      9.84   1274.20 
13510.01      4.17  13505.83 
49875.70     16.34  49859.36 
 1829.07     12.59   1816.49 
24558.85      0.62  24558.23 
  747.92     -0.78    748.70 
17199.85     21.09  17178.76 
 5110.52      4.78   5105.74 
66935.37      8.06  66927.31 
 2458.90     15.62   2443.27 
 2695.24     14.91   2680.33 
28618.56      0.42  28618.14 
16404.40     16.41  16387.99 
 2861.23     17.99   2843.23 
  494.26     21.36    472.90 
39861.69     -0.40  39862.09 
56322.58      1.47  56321.10 
68257.17     21.61  68235.56 
 2726.83      0.13   2726.70 
 1105.13     14.60   1090.53 
  457.06      2.08    454.98 
12004.24     19.51  11984.73 
 6871.85      7.72   6864.12 
53301.09     11.74  53289.35 
 2290.09     16.65   2273.44 
  991.20     16.16    975.04 
  274.35     11.74    262.61 
  306.81     20.98    285.83 
  243.18      5.07    238.11 
  131.54      6.90    124.64 
31329.05      0.54  31328.52 
  930.07     10.02    920.05 
51581.58     15.16  51566.42 
   54.20     16.32     37.88 
   20.29     15.51      4.78 
77259.07     21.76  77237.31 
27435.44     20.11  27415.33 
 3379.07      4.42   3374.65 
43790.67      1.74  43788.93 
59795.59      3.48  59792.11 
29903.66     15.49  29888.17 
77665.50      5.33  77660.17 
 1175.66     18.42   1157.24 
26921.49     10.85  26910.64 
 3482.82      7.19   3475.63 
73550.65     17.88  73532.77 
62109.34      6.34  62103.00 
  963.13      4.15    958.98 
31134.31     17.14  31117.16 
 2104.04      3.46   2100.58 
30684.84     21.90  30662.94 
62867.52      4.89  62862.63 
  421.40     17.03    404.37 
12924.28     19.96  12904.33 
 1589.47      0.45   1589.03 
   75.11     12.97     62.14 
  236.90      7.86    229.04 
  428.81      8.44    420.37 
50256.95     10.36  50246.59 
33772.44     11.99  33760.46 
46048.70     20.69  46028.01 
37801.16      3.88  37797.27 
 2664.66     22.23   2642.43 
49910.67      3.33  49907.34 
28443.80      9.73  28434.07 
71020.23     13.46  71006.77 
 1137.30      2.83   1134.47 
75714.20     14.08  75700.11 
   64.93     12.10     52.83 
30940.45      6.25  30934.20 
43959.65     15.47  43944.18 
33241.80     18.19  33223.61 
 1287.21     11.34   1275.87 
74976.37     14.80  74961.57 
 1916.55     17.23   1899.31 
   14.11      8.55      5.56 
50179.01     12.72  50166.28 
  542.49     17.30    525.19 
 3257.79     21.58   3236.20 
 1695.73     10.96   1684.77 
  422.51      5.09    417.42 
 2014.91      0.47   2014.44 
 1417.28     15.07   1402.21 
  111.93      2.70    109.23 
16742.71     19.69  16723.02 
 4291.74     15.00   4276.74 
  518.94     16.67    502.27 
 2173.49      7.32   2166.17 
39675.79      3.30  39672.49 
 3799.92     12.08   3787.84 
  316.06     11.63    304.43 
 1262.76      9.02   1253.74 
65283.75      5.58  65278.17 
  722.64     21.34    701.30 
73871.11      9.62  73861.49 
49004.57     21.43  48983.14 
 1807.77      5.33   1802.43 
  363.11     16.58    346.52 
 1605.50     19.69   1585.82 
 1390.25      1.63   1388.62 
 2153.46      8.48   2144.98 
35584.82     21.29  35563.52 
 1159.14     -0.16   1159.30 
  494.00      8.12    485.87 
 1024.79      6.21   1018.59 
  387.59      8.86    378.73 
32457.61      3.64  32453.97 
29329.41     15.76  29313.65 
46226.44      5.89  46220.54 
 4577.81      4.75   4573.06 
61445.50     14.44  61431.06 
  798.03      2.52    795.51 
  865.99      8.66    857.33 
 1398.56     21.81   1376.76 
  431.31      6.61    424.71 
32191.23     -0.62  32191.85 
49877.52     12.52  49865.00 
 1122.69     17.19   1105.50 
 4586.83     17.43   4569.40 
  369.89      7.41    362.48 
18075.97     15.22  18060.75 
74902.05      2.72  74899.32 
  391.76      1.88    389.88 
58322.18     18.10  58304.08 
 1607.37     21.07   1586.30 
33172.53      9.06  33163.47 
   28.17      2.28     25.89 
14663.11      5.42  14657.69 
76046.04      2.21  76043.83 
 3520.07      0.98   3519.09 
  596.92     11.03    585.90 
52317.54      4.58  52312.97 
 3243.66     18.21   3225.45 
27051.47     16.52  27034.95 
70865.53      5.83  70859.70 
  282.53      4.24    278.29 
11491.98     14.04  11477.94 
  557.97     -0.58    558.55 
 5056.61      5.92   5050.70 
19580.14      6.70  19573.44 
  517.77     16.56    501.20 
   44.62     -0.71     45.33 
  846.44     16.29    830.14 
62307.57      5.18  62302.39 
 1027.01     20.85   1006.16 
 3880.36     10.38   3869.98 
 2270.01     16.88   2253.13 
 1292.36     17.52   1274.83 
62439.50      6.67  62432.82 
 8693.18      5.76   8687.42 
  486.52      2.17    484.36 
  697.12     12.43    684.69 
  136.72      1.32    135.41 
  911.62     19.08    892.54 
65138.94      8.53  65130.41 
 4820.58     21.92   4798.66 
16145.28      7.61  16137.67 
43791.60     21.21  43770.40 
29632.42     19.06  29613.36 
59224.73     -1.03  59225.76 
  486.64     -1.03    487.66 
48904.73      0.20  48904.53 
 4881.18      9.64   4871.54 
 1398.81      1.61   1397.20 
37621.56      5.96  37615.60 
 1393.35      1.43   1391.93 
 1722.31      2.12   1720.19 
16239.23      9.13  16230.10 
  359.41      7.95    351.46 
70045.17      2.95  70042.23 
46567.68      7.68  46560.00 
 2878.81     16.94   2861.87 
 3279.34     21.21   3258.14 
 4314.02     15.45   4298.57 
  341.42     19.13    322.30 
  619.19      2.37    616.82 
12400.85     11.94  12388.91 
 3832.40      4.02   3828.38 
 5902.16     11.90   5890.26 
 3034.95      9.13   3025.82 
75443.62     12.01  75431.61 
 3380.29      2.08   3378.22 
63257.61     20.00  63237.61 
  613.27     15.67    597.60 
  396.32      3.71    392.62 
  303.51      4.33    299.18 
56004.57     13.30  55991.27 
 7903.31      7.14   7896.17 
64611.23     14.22  64597.01 
61371.09      2.52  61368.57 
  240.21     19.60    220.61 
 5426.30     21.36   5404.94 
  173.66     16.41    157.26 
25239.78     17.05  25222.73 
   21.58     16.99      4.59 
 2573.27     18.28   2554.98 
 3402.49      4.82   3397.67 
 3526.08     14.67   3511.42 
 1073.75     14.04   1059.71 
72328.96     11.47  72317.49 
28937.28     17.79  28919.49 
 8204.09      4.42   8199.67 
33318.39      8.42  33309.97 
 1548.45      6.16   1542.29 
41527.01     14.71  41512.30 
  488.92     20.16    468.76 
  181.18      3.12    178.06 
 1048.23     17.79   1030.44 
30902.13      0.85  30901.29 
69057.46     15.51  69041.94 
 1775.13     -0.36   1775.48 
68347.81     20.54  68327.27 
 1281.27      7.41   1273.86 
64142.47     16.90  64125.57 
69895.88     12.39  69883.49 
 1999.19     17.63   1981.55 
56151.91      5.47  56146.44 
 3420.34     21.03   3399.31 
 1803.04     20.76   1782.28 
 2117.52     18.46   2099.06 
40383.31     11.18  40372.13 
  396.90     21.03    375.87 
51006.41     11.27  50995.14 
 1635.11     19.02   1616.09 
 2385.66     14.58   2371.08 
37546.72      7.61  37539.11 
 1871.85     -0.13   1871.98 
59677.52     17.59  59659.93 
44811.60      4.84  44806.76 
  628.59     18.84    609.75 
 5675.70     15.76   5659.95 
40830.05      4.96  40825.09 
 2069.07     14.98   2054.10 
 6768.68     17.43   6751.24 
  740.96     15.18    725.78 
  705.93     10.67    695.26 
  299.41     14.49    284.92 
 2741.49      4.49   2737.00 
 1387.85     11.99   1375.87 
  572.42     18.75    553.67 
 5915.37     17.17   5898.21 
30121.03     15.11  30105.91 
  384.91     18.84    366.07 
 2165.79     18.06   2147.73 
 1346.97      5.25   1341.72 
68373.46     18.79  68354.67 
 2112.78      9.55   2103.22 
  466.81      6.32    460.50 
31384.22      7.34  31376.87 
 1555.59      7.37   1548.23 
  801.27      6.70    794.57 
  379.12      2.46    376.66 
36803.95      7.01  36796.94 
 7103.89     19.44   7084.44 
44825.57      5.98  44819.59 
55477.06     20.69  55456.36 
45254.51     10.83  45243.68 
  974.51      6.79    967.72 
49250.78     -0.94  49251.72 
 6282.93     11.16   6271.77 
  492.13     19.46    472.67 
 4113.35     20.89   4092.46 
 1892.76     21.38   1871.37 
 4047.61     16.90   4030.71 
  449.30      2.17    447.13 
 2109.43      7.21   2102.22 
73388.96      2.95  73386.02 
 9486.77      2.70   9484.07 
69209.67      5.16  69204.52 
56560.91      1.96  56558.95 
 4152.73      0.56   4152.17 
58198.05     20.36  58177.70 
75924.64     13.68  75910.96 
65475.48      0.87  65474.61 
16275.88     13.68  16262.20 
 2670.65     -0.38   2671.03 
 6603.09      8.62   6594.47 
24112.53     21.36  24091.17 
49059.87      8.75  49051.12 
  941.80     15.87    925.93 
 4051.09     14.15   4036.94 
 4953.13     17.28   4935.86 
 8996.01      2.79   8993.22 
47473.73     21.56  47452.17 
 3811.89      6.25   3805.64 
  281.76      7.81    273.94 
  245.57      8.79    236.78 
 7404.55     11.67   7392.88 
 2282.58      2.86   2279.72 
  181.40      5.33    176.07 
26204.99      2.25  26202.74 
 5529.10      1.90   5527.20 
36659.61     17.48  36642.13 
 1078.10     -0.92   1079.01 
  248.83      6.27    242.56 
 5378.28     21.90   5356.38 
 9749.50     22.21   9727.29 
  637.77     12.95    624.82 
 2091.98     17.52   2074.46 
 3093.15     14.89   3078.27 
46217.83     18.28  46199.55 
  625.04     19.24    605.80 
17081.74     -0.42  17082.16 
 1275.26     11.96   1263.30 
 1241.49     19.96   1221.54 
  983.55      1.32    982.24 
  317.15     12.70    304.44 
73590.67     12.75  73577.93 
  920.89     22.03    898.86 
 6359.83     15.65   6344.18 
23488.92      8.50  23480.41 
 1522.95     19.13   1503.83 
11893.91     17.81  11876.10 
 1846.01      6.90   1839.12 
  630.91      1.00    629.91 
  171.27      8.08    163.19 
 2009.27      4.06   2005.21 
22032.25     11.27  22020.97 
36083.27     19.11  36064.16 
  725.57      8.77    716.80 
47798.74      0.11  47798.63 
  106.15     19.40     86.75 
 4818.03      9.33   4808.70 
 5006.01      7.37   4998.65 
14049.96     16.38  14033.58 
  408.41     16.61    391.80 
 1450.74      6.21   1444.53 
30979.14      9.69  30969.45 
40075.57      7.19  40068.38 
 1700.80      2.17   1698.64 
24506.10      3.37  24502.73 
 1496.48     16.18   1480.30 
 3417.72      7.63   3410.09 
  411.80     22.14    389.66 
24020.05      6.16  24013.89 
 4517.61     21.67   4495.94 
 1198.94     22.21   1176.73 
35861.38      2.34  35859.04 
  456.88      2.25    454.62 
14544.71     12.08  14532.63 
57023.58     -0.09  57023.66 
23345.04      4.53  23340.51 
29430.14      1.36  29428.78 
 7262.80     11.09   7251.71 
 1951.34      1.23   1950.11 
  677.03     19.31    657.73 
 1012.40     10.11   1002.29 
 1333.97     14.67   1319.31 
 1627.17      8.44   1618.73 
13799.89      5.25  13794.65 
   23.13      6.29     16.84 
 1474.11     17.68   1456.43 
 2804.15      1.27   2802.88 
 5887.06      0.67   5886.39 
 1181.49      2.23   1179.26 
31300.80      7.32  31293.48 
 1881.14      8.39   1872.74 
 4402.07     -0.94   4403.01 
  295.17     11.21    283.97 
13839.07      5.02  13834.05 
